1;Название статьи;Индустриальная политика: Сотрудничество России и Белоруссии.;;;;;;;;;;;;
;Автор;Сухарев;Тематика;Экономическая политика;;;;;;;;;;
;Панченко;0.002146185;13.43042842;*;;;;;;;;;;
;Ефремова;0.002060798;12.89608786;*;;;;;;;;;;
;Ковтун;0.002019321;12.63653175;2;;;;;;;;;;
;Романова;0.002013567;12.60052386;*;;;;;;;;;;
;Гуревич;0.001923102;12.0344106;9;;;;;;;;;;
;Сибирцева;0.001889181;11.82214043;0;;;;;;;;;;
;Ярцев;0.001767001;11.0575656;*;;;;;;;;;;
;;;;;;;;;;;;;;
94;Название статьи;Российский банковский сектор в условиях нестабильности;;;;;;;;;;;;
;Автор;Улюкаев. Данилова;Тематика;Экономика;;;;;;;;;;
;Ковтун;0.003365454;21.06038124;0;;;;;;;;;;
;Гапонова;0.002927598;18.32036054;8;;;;;;;;;;
;Романова;0.002735629;17.11905695;*;;;;;;;;;;
;Панченко;0.002663665;16.66872017;*;;;;;;;;;;
;Софронова;0.002075266;12.98662797;*;;;;;;;;;;
;Макарова;0.002071978;12.96604992;*;;;;;;;;;;
;Фияксель;0.001907521;11.93691212;7;;;;;;;;;;
;Сибирцева;0.001860919;11.64528214;0;;;;;;;;;;
;Гуревич;0.001841545;11.52404527;9;;;;;;;;;;
;Чистякова;0.001775096;11.10822101;1;;;;;;;;;;
;Долов;0.001775096;11.10822101;*;;;;;;;;;;
;;;;;;;;;;;;;;
95;Название статьи;Стратегии модернизации. институты и коалиции;;;;;;;;;;;;
;Автор;Полтерович;Тематика;Менеджмент/Экономика;;;;;;;;;;
;Иванова;0.005903899;36.94550039;*;;;;;;;;;;
;Захаров;0.003383975;21.17628573;*;;;;;;;;;;
;Романова;0.003014843;18.86632266;*;;;;;;;;;;
;Ковтун;0.0027964;17.49934809;0;;;;;;;;;;
;Панченко;0.002414787;15.11128588;*;;;;;;;;;;
;Альтшулер;0.001804086;11.28963533;6;;;;;;;;;;
;Лапидус;0.001698059;10.62613769;7;;;;;;;;;;
;Коршунов;0.001678058;10.50097471;*;;;;;;;;;;
;Городнов;0.001536457;9.614861713;*;;;;;;;;;;
;Вайсблат;0.001526434;9.552139536;7;;;;;;;;;;
;Козлов;0.001523426;9.533312882;*;;;;;;;;;;
;;;;;;;;;;;;;;
96;Название статьи;Теоретические и эмпирические исследования в современной экономике: проблемы коммуникации;;;;;;;;;;;;
;Автор;Либман;Тематика;Экономика;;;;;;;;;;
;Ефремова;0.005746678;35.96164191;*;;;;;;;;;;
;Чилипенок;0.003590613;22.46938513;8;;;;;;;;;;
;Емельянова;0.003487008;21.82104467;*;;;;;;;;;;
;Сагалова;0.002805389;17.55559886;0;;;;;;;;;;
;Курьян;0.002626356;16.43524505;*;;;;;;;;;;
;Павловская;0.002299209;14.38802216;*;;;;;;;;;;
;Зусман;0.00225144;14.08908989;0;;;;;;;;;;
;Дахин;0.002244122;14.04329969;*;;;;;;;;;;
;Талипова;0.002243308;14.03820545;0;;;;;;;;;;
;Пелиновский;0.002193547;13.72680695;*;;;;;;;;;;
;Сидорова;0.001857267;11.62242801;*;;;;;;;;;;
;;;;;;;;;;;;;;
97;Название статьи;В поисках институциональных характеристик экономического роста (новые подходы на рубеже XX?XXI вв.);;;;;;;;;;;;
;Автор;Радыгин. Этнов;Тематика;Экономика;;;;;;;;;;
;Иванова;0.005687664;35.59233894;*;;;;;;;;;;
;Романова;0.002737551;17.13108661;*;;;;;;;;;;
;Ковтун;0.00244657;15.31017875;0;;;;;;;;;;
;Ефремова;0.002184205;13.66834554;*;;;;;;;;;;
;Чилипенок;0.002158838;13.50960497;7;;;;;;;;;;
;Гапонова;0.00205323;12.84873165;8;;;;;;;;;;
;Вайсблат;0.001861216;11.64714016;6;;;;;;;;;;
;Зусман;0.001856344;11.61665476;0;;;;;;;;;;
;Чистяков;0.001810059;11.32701027;1;;;;;;;;;;
;Смельцова;0.001733869;10.85023034;8;;;;;;;;;;
;Коршунов;0.001633531;10.22233179;*;;;;;;;;;;
;;;;;;;;;;;;;;
98;Название статьи;Кредитный ?пузырь? и перколация финансового рынка;;;;;;;;;;;;
;Автор;Смирнов;Тематика;Экономика;;;;;;;;;;
;Романова;0.004031156;25.22622354;*;;;;;;;;;;
;Ефремова;0.002304222;14.41939434;*;;;;;;;;;;
;Чилипенок;0.002295324;14.36371233;8;;;;;;;;;;
;Захаров;0.002273656;14.22811341;*;;;;;;;;;;
;Цветкова;0.001987351;12.43647252;*;;;;;;;;;;
;Зусман;0.001894147;11.85322002;0;;;;;;;;;;
;Тенилова;0.001757612;10.99880838;0;;;;;;;;;;
;Панченко;0.001689116;10.57017311;*;;;;;;;;;;
;Фияксель;0.001677721;10.49886456;7;;;;;;;;;;
;Козлов;0.00161971;10.13584164;*;;;;;;;;;;
;Блинов;0.00155889;9.755245513;2;;;;;;;;;;
;;;;;;;;;;;;;;
99;Название статьи;Кризис 2008 года: ?момент истины? для глобальной экономики и новые возможности для России;;;;;;;;;;;;
;Автор;Ершов;Тематика;Экономика;;;;;;;;;;
;Иванова;0.003951953;24.73058693;*;11;;;;;;;;;
;Ковтун;0.003357243;21.00900331;0;10;;;;;;;;;
;Романова;0.003292599;20.60446988;*;9;;;;;;;;;
;Панченко;0.002360658;14.77255684;*;8;;;;;;;;;
;Гапонова;0.002317788;14.50428627;7;7;;;;;;;;;
;Макарова;0.00177999;11.13884432;*;6;;;;;;;;;
;Фияксель;0.001688983;10.56933767;8;5;;;;;;;;;
;Зусман;0.00159336;9.970948441;0;4;;;;;;;;;
;Чилипенок;0.001506141;9.425149339;7;3;;;;;;;;;
;Чистяков;0.001463013;9.155259523;1;2;;;;;;;;;
;Захаров;0.001412706;8.840450505;*;1;;;;;;;;;
;;;;;;;;;;;;;;
100;Название статьи;От экономической теории до концепции долгосрочной стратегии;;;;;;;;;;;;
;Автор;Абалкин;Тематика;Экономика;;;;;;;;;;
;Емельянова;0.00404704;25.3256244;*;11;#ЗНАЧ!;;;;;;;;
;Захаров;0.003257999;20.38795164;*;10;;;;;;;;;
;Ефремова;0.002986144;18.6867302;*;9;;;;;;;;;
;Петрухин;0.002771402;17.34291614;1;8;;;;;;;;;
;Романова;0.002528548;15.82318248;*;7;;;;;;;;;
;Файнштейн;0.002389147;14.95083386;*;6;;;;;;;;;
;Колданов;0.002388159;14.94465492;2;5;;;;;;;;;
;Чилипенок;0.002372881;14.84904675;8;4;;;;;;;;;
;Кирюшин;0.002308298;14.44490068;7;3;;;;;;;;;
;Марширова;0.00229438;14.35780207;9;2;;;;;;;;;
;Панченко;0.00202196;12.65304953;*;1;;;;;;;;;
